"Latest: Time (s)","Latest: Illumination 2 (lux)","Latest: Force (N)","Latest: Illumination 1 (lux)"
0.57,,-1.34378536204,695.251159668
0.5725,,-1.34378536204,457.164001465
0.575,,-1.24389705008,362.523651123
0.5775,,-1.39333625695,348.730010986
0.58,,-1.46844912146,353.570709229
0.5825,,-1.47474129859,349.846191406
0.585,,-1.46844912146,355.062866211
0.5875,,-1.61788832833,363.075866699
0.59,,-1.81766495225,375.001373291
0.5925,,-1.82985604544,396.98425293
0.595,,-1.82356386831,404.069061279
0.5975,,-1.76772079627,397.172241211
0.6,,-1.87980020142,451.94732666
0.6025,,-1.87980020142,657.994232178
0.605,,-1.79878842086,764.748077393
0.6075,,-1.82356386831,764.748077393
0.61,,-1.85502475397,764.748077393
0.6125,,-1.91716000314,764.748077393
0.615,,-1.91086782601,764.748077393
0.6175,,-1.6115961512,764.748077393
0.62,,-1.35597645523,764.748077393
0.6225,,-1.54316872489,764.748077393
0.625,,-1.55575307916,764.748077393
0.6275,,-1.61788832833,764.748077393
0.63,,-1.75513644201,764.748077393
0.6325,,-1.82985604544,557.209014893
0.635,,-1.83614822257,389.89944458
0.6375,,-1.63676485972,354.134674072
0.64,,-1.74884426488,351.714324951
0.6425,,-1.81766495225,352.830505371
0.645,,-1.90496890995,355.250854492
0.6475,,-1.84244039971,362.147674561
0.65,,-1.57423634948,372.017059326
0.6525,,-1.48064021465,392.695770264
0.655,,-1.40592061121,398.852386475
0.6575,,-1.60569723514,400.896759033
0.66,,-1.78620406659,411.706085205
0.6625,,-1.9486208888,532.241821289
0.665,,-1.92345218027,764.184112549
0.6675,,-1.7740129734,764.748077393
0.67,,-1.56794417235,764.748077393
0.6725,,-1.53687654776,764.748077393
0.675,,-1.80508059799,764.748077393
0.6775,,-1.61788832833,764.748077393
0.68,,-1.40592061121,764.748077393
0.6825,,-1.54946090202,764.748077393
0.685,,-1.43108931974,764.748077393
0.6875,,-1.2812568518,764.748077393
0.69,,-1.26867249754,764.748077393
0.6925,,-1.31232447638,685.569763184
0.695,,-1.40592061121,453.06350708
0.6975,,-1.67412466144,356.930999756
0.7,,-1.78620406659,349.29397583
0.7025,,-1.41850496548,348.917999268
0.705,,-1.47474129859,351.52633667
0.7075,,-1.49951674604,361.583709717
0.71,,-1.53058437063,364.192047119
0.7125,,-1.57423634948,382.638397217
0.715,,-1.63047268259,396.796264648
0.7175,,-1.65524813005,396.608276367
0.72,,-1.64305703685,403.505096436
0.7225,,-1.64895595291,497.957458496
0.725,,-1.79249624372,715.741882324
0.7275,,-1.79878842086,764.748077393
0.73,,-1.78620406659,764.748077393
0.7325,,-1.77991188946,764.748077393
0.735,,-1.78620406659,764.748077393
0.7375,,-1.77991188946,764.748077393
0.74,,-1.67412466144,764.748077393
0.7425,,-1.68041683857,764.748077393
0.745,,-1.77991188946,764.748077393
0.7475,,-1.7740129734,764.748077393
0.75,,-1.75513644201,764.748077393
0.7525,,-1.63047268259,665.819244385
0.755,,-1.70519228603,455.859832764
0.7575,,-1.79249624372,367.364349365
0.76,,-1.86721584716,344.077301025
0.7625,,-1.74884426488,347.425842285
0.765,,-1.76142861914,351.902313232
0.7675,,-1.81137277512,352.64251709
0.77,,-1.73036099455,364.004058838
0.7725,,-1.79878842086,381.522216797
0.775,,-1.90496890995,394.939880371
0.7775,,-1.90496890995,392.883758545
0.78,,-1.73036099455,410.213928223
0.7825,,-1.6867090157,525.720977783
0.785,,-1.66783248431,731.027679443
0.7875,,-1.65524813005,764.748077393
0.79,,-1.77991188946,764.748077393
0.7925,,-1.53687654776,764.748077393
0.795,,-1.63676485972,764.748077393
0.7975,,-1.87350802429,764.748077393
0.8,,-1.82985604544,764.748077393
0.8025,,-1.82985604544,764.748077393
0.805,,-1.61788832833,764.748077393
0.8075,,-1.6867090157,764.748077393
0.81,,-1.74884426488,764.748077393
0.8125,,-1.67412466144,679.236907959
0.815,,-1.78620406659,457.716217041
0.8175,,-1.91086782601,364.192047119
0.82,,-1.95451980486,346.309661865
0.8225,,-1.86721584716,354.134674072
0.825,,-1.89238455569,350.962371826
0.8275,,-1.79249624372,361.959686279
0.83,,-1.75513644201,365.308227539
0.8325,,-1.7740129734,391.027374268
0.835,,-1.50580892318,397.548217773
0.8375,,-1.48693239178,396.608276367
0.84,,-1.34378536204,414.678649902
0.8425,,-1.35597645523,561.485748291
0.845,,-1.3685608095,764.748077393
0.8475,,-1.50580892318,764.748077393
0.85,,-1.73625991061,764.748077393
0.8525,,-1.85502475397,764.748077393
0.855,,-1.54946090202,764.748077393
0.8575,,-1.40592061121,764.748077393
0.86,,-1.63676485972,764.748077393
0.8625,,-1.62418050546,764.748077393
0.865,,-1.78620406659,764.748077393
0.8675,,-1.67412466144,764.748077393
0.87,,-1.54946090202,764.748077393
0.8725,,-1.7740129734,498.885650635
0.875,,-1.81766495225,366.800384521
0.8775,,-1.80508059799,349.658203125
0.88,,-1.86721584716,355.438842773
0.8825,,-1.89867673282,356.555023193
0.885,,-1.73036099455,355.814819336
0.8875,,-1.74884426488,366.436157227
0.89,,-1.87980020142,385.986938477
0.8925,,-1.9297443574,398.288421631
0.895,,-1.77991188946,397.724456787
0.8975,,-1.64895595291,420.459289551
0.9,,-1.61788832833,573.975219727
0.9025,,-1.46215694433,764.748077393
0.905,,-1.67412466144,764.748077393
0.9075,,-1.79249624372,764.748077393
0.91,,-1.79249624372,764.748077393
0.9125,,-1.64305703685,764.748077393
0.915,,-1.6989001089,764.748077393
0.9175,,-1.62418050546,764.748077393
0.92,,-1.50580892318,764.748077393
0.9225,,-1.80508059799,764.748077393
0.925,,-1.57423634948,764.748077393
0.9275,,-1.3685608095,764.748077393
0.93,,-1.24389705008,627.998352051
0.9325,,-1.70519228603,429.77645874
0.935,,-1.80508059799,355.250854492
0.9375,,-1.84873257684,348.354034424
0.94,,-1.74884426488,351.338348389
0.9425,,-1.79878842086,352.64251709
0.945,,-1.79878842086,358.047180176
0.9475,,-1.81766495225,364.944000244
0.95,,-1.82985604544,396.244049072
0.9525,,-1.74884426488,399.404602051
0.955,,-1.63676485972,394.563903809
0.9575,,-1.77991188946,409.83795166
0.96,,-1.93603653453,544.167327881
0.9625,,-1.6989001089,761.951751709
0.965,,-1.6867090157,764.748077393
0.9675,,-1.37485298663,764.748077393
0.97,,-1.34378536204,764.748077393
0.9725,,-1.33749318491,764.748077393
0.975,,-1.30603229925,764.748077393
0.9775,,-1.30013338319,764.748077393
0.98,,-1.49322456891,764.748077393
0.9825,,-1.68041683857,764.748077393
0.985,,-1.54946090202,764.748077393
0.9875,,-1.58682070374,764.748077393
0.99,,-1.61788832833,764.748077393
0.9925,,-1.7740129734,577.135772705
0.995,,-1.8613169311,403.505096436
0.9975,,-1.79249624372,353.206481934
1,,-1.67412466144,352.090301514
1.0025,,-1.84244039971,355.438842773
1.005,,-1.80508059799,352.830505371
1.0075,,-1.54316872489,360.467529297
1.01,,-1.33120100778,372.957000732
1.0125,,-1.43108931974,393.999938965
1.015,,-1.50580892318,397.912445068
1.0175,,-1.46215694433,395.304107666
1.02,,-1.80508059799,414.502410889
1.0225,,-1.86721584716,513.983459473
1.025,,-1.6867090157,738.100738525
1.0275,,-1.47474129859,764.748077393
1.03,,-1.48693239178,764.748077393
1.0325,,-1.55575307916,764.748077393
1.035,,-1.57423634948,764.748077393
1.0375,,-1.53687654776,764.748077393
1.04,,-1.42479714261,764.748077393
1.0425,,-1.44328041293,764.748077393
1.045,,-1.63676485972,764.748077393
1.0475,,-1.73036099455,764.748077393
1.05,,-1.45586476719,764.748077393
1.0525,,-1.34378536204,737.724761963
1.055,,-1.53058437063,492.188568115
1.0575,,-1.49951674604,370.712890625
1.06,,-1.76142861914,350.598144531
1.0625,,-1.80508059799,355.062866211
1.065,,-1.87350802429,351.714324951
1.0675,,-1.8613169311,354.322662354
1.07,,-1.50580892318,363.639831543
1.0725,,-1.68041683857,389.89944458
1.075,,-1.55575307916,395.304107666
1.0775,,-1.45586476719,405.185241699
1.08,,-1.81766495225,413.750457764
1.0825,,-1.44957259006,525.157012939
1.085,,-1.50580892318,715.001678467
1.0875,,-1.54316872489,764.748077393
1.09,,-1.63047268259,764.748077393
1.0925,,-1.62418050546,764.748077393
1.095,,-1.66783248431,764.748077393
1.0975,,-1.599405058,764.748077393
1.1,,-1.64305703685,764.748077393
1.1025,,-1.55575307916,764.748077393
1.105,,-1.50580892318,764.748077393
1.1075,,-1.71777664029,764.748077393
1.11,,-1.81766495225,764.748077393
1.1125,,-1.44957259006,668.239593506
1.115,,-1.46844912146,447.09487915
1.1175,,-1.49322456891,360.279541016
1.12,,-1.40592061121,353.018493652
1.1225,,-1.35597645523,355.814819336
1.125,,-1.599405058,355.626831055
1.1275,,-1.48693239178,356.743011475
1.13,,-1.23760487295,369.972686768
1.1325,,-1.41221278835,390.651397705
1.135,,-1.38743734089,405.549468994
1.1375,,-1.40592061121,397.172241211
1.14,,-1.60569723514,416.170806885
1.1425,,-1.7740129734,545.471496582
1.145,,-1.70519228603,753.374786377
1.1475,,-1.6989001089,764.748077393
1.15,,-1.77991188946,764.748077393
1.1525,,-1.83614822257,764.748077393
1.155,,-1.81766495225,764.748077393
1.1575,,-1.87980020142,764.748077393
1.16,,-1.84873257684,764.748077393
1.1625,,-1.74884426488,764.748077393
1.165,,-1.81766495225,764.748077393
1.1675,,-1.85502475397,764.748077393
1.17,,-1.87350802429,764.748077393
1.1725,,-1.66783248431,764.748077393
1.175,,-1.76142861914,565.0340271
1.1775,,-1.86721584716,402.764892578
1.18,,-1.82985604544,357.118988037
1.1825,,-1.84873257684,349.481964111
1.185,,-1.83614822257,357.118988037
1.1875,,-1.88609237855,351.338348389
1.19,,-1.79249624372,357.118988037
1.1925,,-1.80508059799,368.104553223
1.195,,-1.82985604544,387.855072021
1.1975,,-1.95451980486,394.75189209
1.2,,-1.62418050546,402.388916016
1.2025,,-1.70519228603,401.272735596
1.205,,-1.84873257684,446.918640137
1.2075,,-1.9297443574,614.768676758
1.21,,-1.76772079627,764.748077393
1.2125,,-1.81137277512,764.748077393
1.215,,-1.7740129734,764.748077393
1.2175,,-1.80508059799,764.748077393
1.22,,-1.84873257684,764.748077393
1.2225,,-1.91716000314,764.748077393
1.225,,-1.9297443574,764.748077393
1.2275,,-1.87980020142,764.748077393
1.23,,-1.82985604544,764.748077393
1.2325,,-1.74255208774,764.748077393
1.235,,-1.71777664029,764.748077393
1.2375,,-1.73625991061,764.748077393
1.24,,-1.84873257684,534.474182129
1.2425,,-1.9486208888,384.506530762
1.245,,-1.9297443574,352.64251709
1.2475,,-1.73625991061,350.222167969
1.25,,-1.6867090157,355.814819336
1.2525,,-1.79878842086,357.118988037
1.255,,-1.83614822257,363.451843262
1.2575,,-1.79878842086,371.276855469
1.26,,-1.87350802429,396.608276367
1.2625,,-1.91086782601,401.272735596
1.265,,-1.88609237855,401.272735596
1.2675,,-1.72406881742,430.328674316
1.27,,-1.6867090157,570.80291748
1.2725,,-1.76772079627,764.748077393
1.275,,-1.86721584716,764.748077393
1.2775,,-1.94232871167,764.748077393
1.28,,-1.92345218027,764.748077393
1.2825,,-1.84873257684,764.748077393
1.285,,-1.82356386831,764.748077393
1.2875,,-1.70519228603,764.748077393
1.29,,-1.70519228603,764.748077393
1.2925,,-1.76772079627,764.748077393
1.295,,-1.81766495225,764.748077393
1.2975,,-1.84244039971,764.748077393
1.3,,-1.63047268259,700.279846191
1.3025,,-1.77991188946,473.930206299
1.305,,-1.85502475397,371.652832031
1.3075,,-1.88609237855,347.613830566
1.31,,-1.78620406659,352.454528809
1.3125,,-1.7740129734,357.671203613
1.315,,-1.80508059799,357.859191895
1.3175,,-1.79249624372,366.61239624
1.32,,-1.77991188946,388.595275879
1.3225,,-1.77991188946,399.592590332
1.325,,-1.87980020142,404.433288574
1.3275,,-1.79878842086,432.572784424
1.33,,-1.76772079627,610.856170654
1.3325,,-1.66783248431,764.748077393
1.335,,-1.77991188946,764.748077393
1.3375,,-1.69260793176,764.748077393
1.34,,-1.66154030718,764.748077393
1.3425,,-1.72406881742,764.748077393
1.345,,-1.81766495225,764.748077393
1.3475,,-1.74884426488,764.748077393
1.35,,-1.6989001089,764.748077393
1.3525,,-1.69260793176,764.748077393
1.355,,-1.61788832833,764.748077393
1.3575,,-1.71777664029,764.748077393
1.36,,-1.73625991061,716.305847168
1.3625,,-1.87350802429,486.031951904
1.365,,-1.88609237855,372.957000732
1.3675,,-1.88609237855,347.425842285
1.37,,-1.82985604544,354.87487793
1.3725,,-1.86721584716,356.555023193
1.375,,-1.80508059799,361.219482422
1.3775,,-1.73036099455,365.872192383
1.38,,-1.60569723514,387.66708374
1.3825,,-1.80508059799,399.028625488
1.385,,-1.73625991061,405.737457275
1.3875,,-1.72406881742,407.793579102
1.39,,-1.8613169311,475.234375
1.3925,,-1.9486208888,705.132293701
1.395,,-1.7740129734,764.748077393
1.3975,,-1.53687654776,764.748077393
1.4,,-1.38743734089,764.748077393
1.4025,,-1.62418050546,764.748077393
1.405,,-1.75513644201,764.748077393
1.4075,,-1.79878842086,764.748077393
1.41,,-1.40592061121,764.748077393
1.4125,,-1.54946090202,764.748077393
1.415,,-1.39962843408,764.748077393
1.4175,,-1.68041683857,764.748077393
1.42,,-1.68041683857,605.827484131
1.4225,,-1.74255208774,408.345794678
1.425,,-1.65524813005,363.639831543
1.4275,,-1.6867090157,355.814819336
1.43,,-1.49951674604,359.163360596
1.4325,,-1.53687654776,358.235168457
1.435,,-1.41850496548,370.160675049
1.4375,,-1.599405058,375.741577148
1.44,,-1.76772079627,399.592590332
1.4425,,-1.68041683857,401.636962891
1.445,,-1.60569723514,405.549468994
1.4475,,-1.76142861914,425.675964355
1.45,,-1.71148446316,589.249267578
1.4525,,-1.66154030718,764.748077393
1.455,,-1.6989001089,764.748077393
1.4575,,-1.74884426488,764.748077393
1.46,,-1.75513644201,764.748077393
1.4625,,-1.70519228603,764.748077393
1.465,,-1.53058437063,764.748077393
1.4675,,-1.38743734089,764.748077393
1.47,,-1.54946090202,764.748077393
1.4725,,-1.599405058,764.748077393
1.475,,-1.38114516376,764.748077393
1.4775,,-1.37485298663,764.748077393
1.48,,-1.44328041293,595.394134521
1.4825,,-1.40592061121,395.680084229
1.485,,-1.38743734089,353.946685791
1.4875,,-1.6115961512,353.75869751
1.49,,-1.63047268259,360.091552734
1.4925,,-1.61788832833,360.655517578
1.495,,-1.48693239178,369.972686768
1.4975,,-1.6989001089,374.81338501
1.5,,-1.78620406659,403.505096436
1.5025,,-1.71777664029,404.997253418
1.505,,-1.64895595291,404.997253418
1.5075,,-1.70519228603,447.09487915
1.51,,-1.7740129734,624.46182251
1.5125,,-1.75513644201,764.748077393
1.515,,-1.80508059799,764.748077393
1.5175,,-1.82356386831,764.748077393
1.52,,-1.71777664029,764.748077393
1.5225,,-1.58682070374,764.748077393
1.525,,-1.58682070374,764.748077393
1.5275,,-1.56204525629,764.748077393
1.53,,-1.66783248431,764.748077393
1.5325,,-1.63676485972,764.748077393
1.535,,-1.65524813005,764.748077393
1.5375,,-1.68041683857,764.748077393
1.54,,-1.7740129734,611.232147217
1.5425,,-1.86721584716,417.850952148
1.545,,-1.64305703685,364.004058838
1.5475,,-1.63047268259,356.179046631
1.55,,-1.72406881742,355.814819336
1.5525,,-1.87980020142,358.787384033
1.555,,-1.87980020142,361.219482422
1.5575,,-1.6989001089,371.088867188
1.56,,-1.58052852661,382.826385498
1.5625,,-1.54946090202,399.968566895
1.565,,-1.63047268259,411.518096924
1.5675,,-1.78620406659,403.881072998
1.57,,-1.86721584716,422.315673828
1.5725,,-1.84873257684,524.04083252
1.575,,-1.86721584716,747.041931152
1.5775,,-1.84244039971,764.748077393
1.58,,-1.90496890995,764.748077393
1.5825,,-1.85502475397,764.748077393
1.585,,-1.82356386831,764.748077393
1.5875,,-1.76772079627,764.748077393
1.59,,-1.77991188946,764.748077393
1.5925,,-1.65524813005,764.748077393
1.595,,-1.6867090157,764.748077393
1.5975,,-1.76772079627,764.748077393
1.6,,-1.50580892318,764.748077393
1.6025,,-1.58682070374,737.360534668
1.605,,-1.66154030718,516.215820313
1.6075,,-1.79249624372,390.463409424
1.61,,-1.85502475397,358.787384033
1.6125,,-1.76772079627,356.179046631
1.615,,-1.65524813005,361.583709717
1.6175,,-1.55575307916,363.827819824
1.62,,-1.69260793176,369.784698486
1.6225,,-1.78620406659,385.058746338
1.625,,-1.92345218027,401.824951172
1.6275,,-1.55575307916,406.301422119
1.63,,-1.47474129859,405.37322998
1.6325,,-1.71148446316,456.600036621
1.635,,-1.86721584716,629.114532471
1.6375,,-1.81766495225,764.748077393
1.64,,-1.81137277512,764.748077393
1.6425,,-1.81766495225,764.748077393
1.645,,-1.81766495225,764.748077393
1.6475,,-1.78620406659,764.748077393
1.65,,-1.71148446316,764.748077393
1.6525,,-1.6867090157,764.748077393
1.655,,-1.76772079627,764.748077393
1.6575,,-1.82356386831,764.748077393
1.66,,-1.64895595291,764.748077393
1.6625,,-1.67412466144,764.748077393
1.665,,-1.63676485972,541.735229492
1.6675,,-1.82356386831,397.360229492
1.67,,-1.82356386831,358.787384033
1.6725,,-1.75513644201,356.555023193
1.675,,-1.599405058,359.915313721
1.6775,,-1.72406881742,366.800384521
1.68,,-1.78620406659,370.160675049
1.6825,,-1.74884426488,379.477844238
1.685,,-1.66783248431,402.576904297
1.6875,,-1.53687654776,411.142120361
1.69,,-1.65524813005,408.533782959
1.6925,,-1.7740129734,464.613037109
1.695,,-1.67412466144,647.936859131
1.6975,,-1.54946090202,764.748077393
1.7,,-1.47474129859,764.748077393
1.7025,,-1.60569723514,764.748077393
1.705,,-1.73625991061,764.748077393
1.7075,,-1.74884426488,764.748077393
1.71,,-1.75513644201,764.748077393
1.7125,,-1.68041683857,764.748077393
1.715,,-1.62418050546,764.748077393
1.7175,,-1.45586476719,764.748077393
1.72,,-1.67412466144,764.748077393
1.7225,,-1.73036099455,764.748077393
1.725,,-1.75513644201,556.457061768
1.7275,,-1.62418050546,403.505096436
1.73,,-1.6989001089,362.699890137
1.7325,,-1.81766495225,356.743011475
1.735,,-1.57423634948,359.163360596
1.7375,,-1.54946090202,367.740325928
1.74,,-1.73625991061,366.060180664
1.7425,,-1.64305703685,375.189361572
1.745,,-1.58052852661,398.476409912
1.7475,,-1.74884426488,403.505096436
1.75,,-1.35597645523,413.750457764
1.7525,,-1.30013338319,412.258300781
1.755,,-1.49951674604,471.321868896
1.7575,,-1.35597645523,671.411895752
1.76,,-1.54316872489,764.748077393
1.7625,,-1.46215694433,764.748077393
1.765,,-1.61788832833,764.748077393
1.7675,,-1.74884426488,764.748077393
1.77,,-1.64895595291,764.748077393
1.7725,,-1.54946090202,764.748077393
1.775,,-1.39333625695,764.748077393
1.7775,,-1.40592061121,764.748077393
1.78,,-1.33120100778,764.748077393
