"Latest: Time (s)","Latest: Illumination 2 (lux)","Latest: Force (N)","Latest: Illumination 1 (lux)"
1.7675,,-1.13181764493,764.748077393
1.77,,-0.863613594702,764.748077393
1.7725,,-0.851029240439,764.748077393
1.775,,-0.869905771833,764.748077393
1.7775,,-0.882096865025,764.748077393
1.78,,-1.15030091525,764.748077393
1.7825,,-1.03192933297,764.748077393
1.785,,-0.9509175524,764.748077393
1.7875,,-0.938333198137,764.748077393
1.79,,-0.975692999855,764.748077393
1.7925,,-0.869905771833,764.748077393
1.795,,-0.907265573551,764.748077393
1.7975,,-1.08816566608,678.296966553
1.8,,-1.05041260329,506.710662842
1.8025,,-1.17546962378,434.24118042
1.805,,-1.33120100778,418.03894043
1.8075,,-1.2812568518,415.430603027
1.81,,-1.1066489364,419.719085693
1.8125,,-1.11923329066,424.92401123
1.815,,-1.11923329066,418.414916992
1.8175,,-1.30013338319,416.92276001
1.82,,-1.07558131182,423.067626953
1.8225,,-1.00086170838,432.572784424
1.825,,-0.869905771833,441.513977051
1.8275,,-0.85732141757,449.151000977
1.83,,-0.826253792984,457.716217041
1.8325,,-0.813669438721,465.353240967
1.835,,-0.85732141757,464.425048828
1.8375,,-0.826253792984,466.469421387
1.84,,-0.707488949629,497.957458496
1.8425,,-0.757433105609,574.715423584
1.845,,-0.832545970115,721.710510254
1.8475,,-0.938333198137,764.748077393
1.85,,-1.02563715584,764.748077393
1.8525,,-0.826253792984,764.748077393
1.855,,-1.08187348895,764.748077393
1.8575,,-1.13181764493,764.748077393
1.86,,-1.1066489364,764.748077393
1.8625,,-1.15659309238,764.748077393
1.865,,-1.25648140434,764.748077393
1.8675,,-1.10035675927,764.748077393
1.87,,-1.1066489364,764.748077393
1.8725,,-0.9509175524,764.748077393
1.875,,-0.869905771833,764.748077393
1.8775,,-0.85732141757,764.748077393
1.88,,-0.882096865025,764.748077393
1.8825,,-0.894681219288,764.748077393
1.885,,-0.80737726159,764.748077393
1.8875,,-0.882096865025,618.128967285
1.89,,-0.844737063308,483.987579346
1.8925,,-1.16917744665,427.532348633
1.895,,-1.3685608095,417.850952148
1.8975,,-1.26867249754,419.895324707
1.9,,-1.05670478042,421.951446533
1.9025,,-0.826253792984,422.691650391
1.905,,-0.981985176986,419.719085693
1.9075,,-1.23760487295,418.03894043
1.91,,-1.28754902893,428.096313477
1.9125,,-1.23131269582,435.35736084
1.915,,-1.25648140434,448.222808838
1.9175,,-1.30603229925,452.687530518
1.92,,-0.932041021006,466.105194092
1.9225,,-0.776309637004,465.917205811
1.925,,-0.838444886176,466.657409668
1.9275,,-0.932041021006,489.944458008
1.93,,-1.11923329066,581.800231934
1.9325,,-0.938333198137,755.054931641
1.935,,-0.9509175524,764.748077393
1.9375,,-0.876197948965,764.748077393
1.94,,-1.16288526951,764.748077393
1.9425,,-1.18136853984,764.748077393
1.945,,-1.23131269582,764.748077393
1.9475,,-1.25018922721,764.748077393
1.95,,-1.37485298663,764.748077393
1.9525,,-1.30603229925,764.748077393
1.955,,-1.16288526951,764.748077393
1.9575,,-0.801085084458,764.748077393
1.96,,-0.888389042157,764.748077393
1.9625,,-0.851029240439,764.748077393
1.965,,-0.882096865025,764.748077393
1.9675,,-0.882096865025,764.748077393
1.97,,-0.738949835286,764.748077393
1.9725,,-0.832545970115,764.748077393
1.975,,-0.932041021006,582.916412354
1.9775,,-1.00086170838,457.904205322
1.98,,-0.963108645592,424.183807373
1.9825,,-1.15659309238,418.967132568
1.985,,-1.05670478042,419.15512085
1.9875,,-1.16288526951,416.734771729
1.99,,-1.20653724836,421.387481689
1.9925,,-1.13181764493,419.15512085
1.995,,-1.02563715584,423.807830811
1.9975,,-1.0382215101,426.980133057
2,,-1.06928913468,447.470855713
2.0025,,-1.20024507123,458.468170166
2.005,,-1.24389705008,469.077758789
2.0075,,-1.24389705008,457.904205322
2.01,,-1.2812568518,481.191253662
2.0125,,-1.22502051869,536.518554688
2.015,,-1.23760487295,649.981231689
2.0175,,-1.21912160263,764.748077393
2.02,,-1.22502051869,764.748077393
2.0225,,-1.27496467467,764.748077393
2.025,,-1.18136853984,764.748077393
2.0275,,-0.776309637004,764.748077393
2.03,,-1.10035675927,764.748077393
2.0325,,-1.32490883065,764.748077393
2.035,,-1.13181764493,764.748077393
2.0375,,-0.819961615853,764.748077393
2.04,,-0.782601814135,764.748077393
2.0425,,-0.738949835286,764.748077393
2.045,,-0.869905771833,764.748077393
2.0475,,-0.738949835286,764.748077393
2.05,,-0.788893991266,764.748077393
2.0525,,-0.757433105609,764.748077393
2.055,,-0.85732141757,764.748077393
2.0575,,-0.757433105609,674.020233154
2.06,,-0.738949835286,505.042266846
2.0625,,-0.80737726159,437.225494385
2.065,,-0.869905771833,414.678649902
2.0675,,-0.907265573551,416.170806885
2.07,,-0.838444886176,415.054626465
2.0725,,-0.757433105609,424.183807373
2.075,,-0.770017459872,418.591156006
2.0775,,-0.882096865025,417.474975586
2.08,,-0.900973396419,418.03894043
2.0825,,-0.851029240439,429.024505615
2.085,,-0.838444886176,438.153686523
2.0875,,-0.963108645592,447.470855713
2.09,,-0.9509175524,457.164001465
2.0925,,-0.844737063308,467.597351074
2.095,,-0.788893991266,463.684844971
2.0975,,-0.888389042157,467.221374512
2.1,,-0.745242012417,486.031951904
2.1025,,-1.11294111353,540.807037354
2.105,,-1.22502051869,647.184906006
2.1075,,-0.801085084458,764.748077393
2.11,,-1.07558131182,764.748077393
2.1125,,-1.08187348895,764.748077393
2.115,,-1.0193449787,764.748077393
2.1175,,-1.0382215101,764.748077393
2.12,,-1.10035675927,764.748077393
2.1225,,-1.15030091525,764.748077393
2.125,,-0.944625375269,764.748077393
2.1275,,-0.745242012417,764.748077393
2.13,,-0.932041021006,764.748077393
2.1325,,-0.907265573551,764.748077393
2.135,,-1.00086170838,764.748077393
2.1375,,-0.894681219288,764.748077393
2.14,,-0.832545970115,764.748077393
2.1425,,-0.776309637004,764.748077393
2.145,,-0.763725282741,764.748077393
2.1475,,-0.981985176986,764.748077393
2.15,,-1.00676062444,569.498748779
2.1525,,-1.0382215101,464.989013672
2.155,,-1.1939528941,428.096313477
2.1575,,-1.30603229925,415.430603027
2.16,,-1.03192933297,417.662963867
2.1625,,-1.0382215101,418.779144287
2.165,,-1.18766071697,422.139434814
2.1675,,-1.21282942549,423.067626953
2.17,,-1.0382215101,417.286987305
2.1725,,-1.07558131182,423.255615234
2.175,,-1.14400873812,425.487976074
2.1775,,-0.913557750682,436.849517822
2.18,,-0.938333198137,449.151000977
2.1825,,-1.15030091525,454.555664063
2.185,,-1.06928913468,461.440734863
2.1875,,-0.944625375269,460.888519287
2.19,,-0.80737726159,464.801025391
2.1925,,-0.782601814135,501.129760742
2.195,,-0.85732141757,586.264953613
2.1975,,-1.03192933297,741.273040771
2.2,,-1.05041260329,764.748077393
2.2025,,-1.05670478042,764.748077393
2.205,,-0.969400822723,764.748077393
2.2075,,-0.919849927814,764.748077393
2.21,,-1.00086170838,764.748077393
2.2125,,-1.00086170838,764.748077393
2.215,,-1.05041260329,764.748077393
2.2175,,-1.0193449787,764.748077393
2.22,,-0.900973396419,764.748077393
2.2225,,-1.01305280157,764.748077393
2.225,,-1.15030091525,764.748077393
2.2275,,-1.15659309238,764.748077393
2.23,,-0.832545970115,764.748077393
2.2325,,-0.938333198137,764.748077393
2.235,,-1.08187348895,764.748077393
2.2375,,-0.988277354118,764.748077393
2.24,,-0.969400822723,681.093292236
2.2425,,-1.00086170838,525.157012939
2.245,,-1.1066489364,447.282867432
2.2475,,-1.1066489364,422.139434814
2.25,,-1.0193449787,413.562469482
2.2525,,-1.18136853984,416.358795166
2.255,,-1.42479714261,418.226928711
2.2575,,-1.49951674604,420.459289551
2.26,,-1.05041260329,417.286987305
2.2625,,-1.23131269582,424.371795654
2.265,,-1.40592061121,420.27130127
2.2675,,-1.56794417235,420.27130127
2.27,,-1.44957259006,432.384796143
2.2725,,-1.35597645523,451.94732666
2.275,,-1.2812568518,458.280181885
2.2775,,-1.10035675927,459.208374023
2.28,,-1.08187348895,461.440734863
2.2825,,-1.15659309238,469.453735352
2.285,,-0.882096865025,495.349121094
2.2875,,-0.832545970115,557.385253906
2.29,,-0.80737726159,701.396026611
2.2925,,-0.732657658154,764.748077393
2.295,,-0.900973396419,764.748077393
2.2975,,-0.838444886176,764.748077393
2.3,,-1.08187348895,764.748077393
2.3025,,-0.813669438721,764.748077393
2.305,,-1.0193449787,764.748077393
2.3075,,-0.981985176986,764.748077393
2.31,,-0.757433105609,764.748077393
2.3125,,-0.751140928478,764.748077393
2.315,,-0.907265573551,764.748077393
2.3175,,-1.08187348895,764.748077393
2.32,,-1.21912160263,764.748077393
2.3225,,-0.900973396419,764.748077393
2.325,,-1.06299695755,764.748077393
2.3275,,-1.35597645523,764.748077393
2.33,,-1.50580892318,764.748077393
2.3325,,-1.55575307916,626.318206787
2.335,,-1.53058437063,491.248626709
2.3375,,-1.35597645523,432.572784424
2.34,,-1.25018922721,420.459289551
2.3425,,-1.3685608095,416.358795166
2.345,,-1.17546962378,422.139434814
2.3475,,-0.882096865025,422.879638672
2.35,,-0.844737063308,413.938446045
2.3525,,-0.770017459872,418.967132568
2.355,,-0.657938054719,425.675964355
2.3575,,-0.751140928478,417.850952148
2.36,,-1.08187348895,429.77645874
2.3625,,-1.34378536204,448.775024414
2.365,,-0.981985176986,455.859832764
2.3675,,-0.85732141757,458.092193604
2.37,,-1.11923329066,463.684844971
2.3725,,-0.844737063308,470.205688477
2.375,,-0.844737063308,486.783905029
2.3775,,-0.869905771833,535.226135254
2.38,,-1.03192933297,648.124847412
2.3825,,-1.07558131182,764.748077393
2.385,,-0.969400822723,764.748077393
2.3875,,-1.06928913468,764.748077393
2.39,,-1.1939528941,764.748077393
2.3925,,-1.00676062444,764.748077393
2.395,,-1.00676062444,764.748077393
2.3975,,-0.832545970115,764.748077393
2.4,,-0.963108645592,764.748077393
2.4025,,-1.10035675927,764.748077393
2.405,,-0.794792907327,764.748077393
2.4075,,-0.80737726159,764.748077393
2.41,,-0.80737726159,764.748077393
2.4125,,-0.738949835286,764.748077393
2.415,,-0.707488949629,764.748077393
2.4175,,-0.657938054719,764.748077393
2.42,,-0.900973396419,764.748077393
2.4225,,-1.00086170838,603.971099854
2.425,,-0.819961615853,472.626037598
2.4275,,-0.888389042157,425.675964355
2.43,,-0.745242012417,420.459289551
2.4325,,-0.757433105609,417.662963867
2.435,,-0.819961615853,418.226928711
2.4375,,-0.682713502174,427.356109619
2.44,,-1.0193449787,418.03894043
2.4425,,-0.85732141757,426.604156494
2.445,,-0.869905771833,419.719085693
2.4475,,-1.09406458214,433.312988281
2.45,,-1.3685608095,448.222808838
2.4525,,-1.38743734089,452.687530518
2.455,,-1.3496842781,460.324554443
2.4575,,-1.30603229925,462.556915283
2.46,,-1.1939528941,469.641723633
2.4625,,-1.27496467467,494.232940674
2.465,,-0.838444886176,574.715423584
2.4675,,-0.900973396419,734.940185547
2.47,,-0.819961615853,764.748077393
2.4725,,-0.794792907327,764.748077393
2.475,,-0.80737726159,764.748077393
2.4775,,-0.826253792984,764.748077393
2.48,,-0.876197948965,764.748077393
2.4825,,-1.09406458214,764.748077393
2.485,,-1.23760487295,764.748077393
2.4875,,-1.17546962378,764.748077393
2.49,,-1.21912160263,764.748077393
2.4925,,-1.32490883065,764.748077393
2.495,,-1.37485298663,764.748077393
2.4975,,-1.35597645523,764.748077393
2.5,,-1.27496467467,764.748077393
2.5025,,-1.18766071697,764.748077393
2.505,,-1.20024507123,764.748077393
2.5075,,-1.599405058,718.91418457
2.51,,-1.6867090157,525.345001221
2.5125,,-1.62418050546,432.749023438
2.515,,-1.63047268259,418.779144287
2.5175,,-1.48064021465,418.414916992
2.52,,-1.33749318491,415.80657959
2.5225,,-1.32490883065,419.15512085
2.525,,-1.47474129859,420.083312988
2.5275,,-1.56794417235,419.343109131
2.53,,-1.39962843408,419.531097412
2.5325,,-1.43108931974,421.575469971
2.535,,-1.49322456891,424.92401123
2.5375,,-1.70519228603,440.574035645
2.54,,-1.81766495225,455.859832764
2.5425,,-1.73036099455,457.351989746
2.545,,-1.3496842781,463.861083984
2.5475,,-1.33120100778,467.03338623
2.55,,-1.56204525629,480.8152771
2.5525,,-1.49322456891,540.807037354
2.555,,-1.3685608095,702.523956299
2.5575,,-1.1066489364,764.748077393
2.56,,-1.27496467467,764.748077393
2.5625,,-1.29384120606,764.748077393
2.565,,-1.26277358147,764.748077393
2.5675,,-1.13771656099,764.748077393
2.57,,-0.981985176986,764.748077393
2.5725,,-0.957209729531,764.748077393
2.575,,-0.932041021006,764.748077393
2.5775,,-0.788893991266,764.748077393
2.58,,-0.826253792984,764.748077393
2.5825,,-1.06928913468,764.748077393
2.585,,-1.03192933297,764.748077393
2.5875,,-1.08187348895,764.748077393
2.59,,-0.975692999855,764.748077393
2.5925,,-0.788893991266,764.748077393
2.595,,-0.732657658154,691.526641846
2.5975,,-0.782601814135,522.184448242
2.6,,-0.900973396419,436.661529541
2.6025,,-0.944625375269,417.662963867
2.605,,-1.05041260329,416.546783447
2.6075,,-0.907265573551,416.546783447
2.61,,-1.03192933297,424.183807373
2.6125,,-0.957209729531,421.199493408
2.615,,-0.919849927814,417.662963867
2.6175,,-0.720073303892,418.591156006
2.62,,-0.657938054719,419.895324707
2.6225,,-0.670129147911,432.196807861
2.625,,-1.05041260329,448.963012695
2.6275,,-0.969400822723,455.107879639
2.63,,-0.969400822723,464.425048828
2.6325,,-0.957209729531,460.512542725
2.635,,-0.851029240439,472.062072754
2.6375,,-0.851029240439,500.377807617
2.64,,-0.932041021006,589.249267578
2.6425,,-1.05670478042,758.227233887
2.645,,-0.851029240439,764.748077393
2.6475,,-1.16917744665,764.748077393
2.65,,-1.3685608095,764.748077393
2.6525,,-1.54316872489,764.748077393
2.655,,-1.56794417235,764.748077393
2.6575,,-1.43108931974,764.748077393
2.66,,-1.38114516376,764.748077393
2.6625,,-1.26867249754,764.748077393
2.665,,-1.3496842781,764.748077393
2.6675,,-1.65524813005,764.748077393
2.67,,-1.75513644201,764.748077393
2.6725,,-1.66783248431,764.748077393
2.675,,-1.29384120606,764.748077393
2.6775,,-1.38114516376,764.748077393
2.68,,-1.2812568518,764.748077393
2.6825,,-1.54946090202,704.568328857
2.685,,-1.60569723514,524.969024658
2.6875,,-1.31232447638,441.513977051
2.69,,-1.15030091525,419.15512085
2.6925,,-1.17546962378,418.03894043
2.695,,-1.17546962378,420.27130127
2.6975,,-1.33120100778,421.387481689
2.7,,-1.4369882358,421.387481689
2.7025,,-1.50580892318,419.343109131
2.705,,-1.56794417235,426.051940918
2.7075,,-1.57423634948,431.820831299
2.71,,-1.58682070374,445.050506592
2.7125,,-1.54316872489,453.439483643
2.715,,-1.41850496548,461.252746582
2.7175,,-1.51210110031,467.409362793
2.72,,-1.53687654776,464.425048828
2.7225,,-1.25648140434,472.990264893
2.725,,-0.981985176986,504.290313721
2.7275,,-0.894681219288,570.990905762
2.73,,-0.944625375269,694.510955811
2.7325,,-0.826253792984,764.748077393
2.735,,-0.876197948965,764.748077393
2.7375,,-0.913557750682,764.748077393
2.74,,-1.11923329066,764.748077393
2.7425,,-1.05041260329,764.748077393
2.745,,-0.907265573551,764.748077393
2.7475,,-0.863613594702,764.748077393
2.75,,-0.851029240439,764.748077393
2.7525,,-0.770017459872,764.748077393
2.755,,-0.851029240439,764.748077393
2.7575,,-1.17546962378,764.748077393
2.76,,-1.2812568518,764.748077393
2.7625,,-1.25648140434,764.748077393
2.765,,-1.1066489364,764.748077393
2.7675,,-1.15030091525,764.748077393
2.77,,-1.13181764493,764.748077393
2.7725,,-1.00676062444,599.306640625
2.775,,-0.826253792984,464.801025391
2.7775,,-0.738949835286,426.604156494
2.78,,-0.919849927814,415.80657959
2.7825,,-0.988277354118,414.678649902
2.785,,-0.776309637004,421.387481689
2.7875,,-0.826253792984,421.763458252
2.79,,-1.0193449787,417.474975586
2.7925,,-0.869905771833,420.083312988
2.795,,-0.776309637004,422.503662109
2.7975,,-0.732657658154,423.807830811
2.8,,-0.757433105609,437.601470947
2.8025,,-0.751140928478,454.1796875
2.805,,-0.639061523325,456.224060059
2.8075,,-0.80737726159,463.496856689
2.81,,-0.801085084458,461.628723145
2.8125,,-0.813669438721,464.237060547
2.815,,-0.670129147911,483.799591064
2.8175,,-0.782601814135,542.487182617
2.82,,-0.801085084458,644.212341309
2.8225,,-0.85732141757,764.748077393
2.825,,-1.15030091525,764.748077393
2.8275,,-0.9509175524,764.748077393
2.83,,-0.794792907327,764.748077393
2.8325,,-0.869905771833,764.748077393
2.835,,-0.745242012417,764.748077393
2.8375,,-0.707488949629,764.748077393
2.84,,-0.763725282741,764.748077393
2.8425,,-0.801085084458,764.748077393
2.845,,-0.957209729531,764.748077393
2.8475,,-1.1066489364,764.748077393
2.85,,-0.981985176986,764.748077393
2.8525,,-0.851029240439,764.748077393
2.855,,-0.776309637004,764.748077393
2.8575,,-1.08816566608,764.748077393
2.86,,-0.676421325043,764.748077393
2.8625,,-0.657938054719,723.014678955
2.865,,-0.869905771833,537.270507813
2.8675,,-0.838444886176,446.730651855
2.87,,-1.11294111353,415.242614746
2.8725,,-1.0193449787,414.502410889
2.875,,-0.757433105609,410.589904785
2.8775,,-0.607993898739,419.15512085
2.88,,-0.707488949629,413.750457764
2.8825,,-0.757433105609,419.343109131
2.885,,-0.85732141757,416.734771729
2.8875,,-0.919849927814,418.226928711
2.89,,-0.913557750682,433.688964844
2.8925,,-0.981985176986,449.151000977
2.895,,-0.988277354118,455.107879639
