"Latest: Time (s)","Latest: Illumination 2 (lux)","Latest: Force (N)","Latest: Illumination 1 (lux)"
1.7675,,-1.23131269582,764.748077393
1.77,,-1.16288526951,764.748077393
1.7725,,-1.05670478042,537.082519531
1.775,,-1.05670478042,433.876953125
1.7775,,-1.00676062444,423.255615234
1.78,,-1.13771656099,425.675964355
1.7825,,-1.14400873812,423.255615234
1.785,,-1.13181764493,426.051940918
1.7875,,-1.03192933297,425.111999512
1.79,,-1.69260793176,452.875518799
1.7925,,-1.48064021465,457.52822876
1.795,,-1.79249624372,467.773590088
1.7975,,-1.79878842086,525.532989502
1.8,,-1.45586476719,739.592895508
1.8025,,-1.1939528941,764.748077393
1.805,,-1.25648140434,764.748077393
1.8075,,-1.41221278835,764.748077393
1.81,,-1.60569723514,764.748077393
1.8125,,-1.73625991061,764.748077393
1.815,,-1.26867249754,764.748077393
1.8175,,-0.975692999855,764.748077393
1.82,,-0.900973396419,764.748077393
1.8225,,-1.05670478042,764.748077393
1.825,,-0.944625375269,764.748077393
1.8275,,-1.0193449787,764.748077393
1.83,,-1.43108931974,567.078399658
1.8325,,-1.37485298663,437.037506104
1.835,,-1.1066489364,424.371795654
1.8375,,-1.26867249754,423.255615234
1.84,,-1.78620406659,424.183807373
1.8425,,-1.9297443574,421.023254395
1.845,,-1.76772079627,428.096313477
1.8475,,-1.86721584716,448.222808838
1.85,,-1.43108931974,460.888519287
1.8525,,-1.33749318491,461.816711426
1.855,,-1.75513644201,501.8699646
1.8575,,-1.49322456891,670.107727051
1.86,,-1.30013338319,764.748077393
1.8625,,-1.17546962378,764.748077393
1.865,,-1.2812568518,764.748077393
1.8675,,-1.32490883065,764.748077393
1.87,,-1.21912160263,764.748077393
1.8725,,-1.10035675927,764.748077393
1.875,,-1.25648140434,764.748077393
1.8775,,-1.20653724836,764.748077393
1.88,,-1.33749318491,764.748077393
1.8825,,-1.25018922721,764.748077393
1.885,,-1.08187348895,764.748077393
1.8875,,-0.975692999855,764.748077393
1.89,,-1.06928913468,530.009460449
1.8925,,-1.43108931974,434.617156982
1.895,,-1.75513644201,423.619842529
1.8975,,-1.84873257684,425.299987793
1.9,,-1.9297443574,421.951446533
1.9025,,-1.68041683857,425.863952637
1.905,,-1.69260793176,436.109313965
1.9075,,-1.26867249754,449.338989258
1.91,,-1.22502051869,456.788024902
1.9125,,-1.46215694433,464.613037109
1.915,,-1.39333625695,496.653289795
1.9175,,-1.85502475397,670.659942627
1.92,,-1.73625991061,764.748077393
1.9225,,-1.70519228603,764.748077393
1.925,,-1.38114516376,764.748077393
1.9275,,-1.43108931974,764.748077393
1.93,,-1.54946090202,764.748077393
1.9325,,-1.21282942549,764.748077393
1.935,,-1.03192933297,764.748077393
1.9375,,-0.888389042157,764.748077393
1.94,,-0.957209729531,764.748077393
1.9425,,-0.85732141757,764.748077393
1.945,,-1.06299695755,764.748077393
1.9475,,-1.0382215101,764.748077393
1.95,,-1.15659309238,548.079833984
1.9525,,-1.13181764493,436.297302246
1.955,,-1.30013338319,423.067626953
1.9575,,-1.44957259006,426.980133057
1.96,,-1.18136853984,426.416168213
1.9625,,-1.25648140434,422.503662109
1.965,,-1.13181764493,426.051940918
1.9675,,-0.975692999855,446.166687012
1.97,,-1.17546962378,455.107879639
1.9725,,-1.18766071697,464.613037109
1.975,,-1.33120100778,506.346435547
1.9775,,-1.34378536204,736.056365967
1.98,,-1.2812568518,764.748077393
1.9825,,-1.26867249754,764.748077393
1.985,,-1.599405058,764.748077393
1.9875,,-1.43108931974,764.748077393
1.99,,-1.66783248431,764.748077393
1.9925,,-1.70519228603,764.748077393
1.995,,-1.78620406659,764.748077393
1.9975,,-1.49951674604,764.748077393
2,,-1.17546962378,764.748077393
2.0025,,-1.0382215101,764.748077393
2.005,,-1.00086170838,764.748077393
2.0075,,-1.2812568518,653.893737793
2.01,,-1.54946090202,471.321868896
2.0125,,-1.81137277512,421.023254395
2.015,,-1.6115961512,423.807830811
2.0175,,-1.60569723514,425.111999512
2.02,,-1.63676485972,425.299987793
2.0225,,-1.3685608095,424.371795654
2.025,,-1.1255254678,444.674530029
2.0275,,-1.05041260329,456.41204834
2.03,,-0.975692999855,462.004699707
2.0325,,-0.932041021006,471.321868896
2.035,,-1.42479714261,557.94921875
2.0375,,-1.85502475397,764.748077393
2.04,,-1.60569723514,764.748077393
2.0425,,-1.37485298663,764.748077393
2.045,,-1.2812568518,764.748077393
2.0475,,-1.31861665352,764.748077393
2.05,,-1.23131269582,764.748077393
2.0525,,-1.31861665352,764.748077393
2.055,,-1.31861665352,764.748077393
2.0575,,-1.3496842781,764.748077393
2.06,,-1.28754902893,764.748077393
2.0625,,-1.3496842781,764.748077393
2.065,,-1.25018922721,764.748077393
2.0675,,-1.39962843408,538.950653076
2.07,,-1.49322456891,440.762023926
2.0725,,-1.17546962378,418.779144287
2.075,,-1.20024507123,425.487976074
2.0775,,-1.31232447638,425.675964355
2.08,,-1.08187348895,427.532348633
2.0825,,-1.25018922721,425.675964355
2.085,,-1.16288526951,445.238494873
2.0875,,-1.26277358147,456.224060059
2.09,,-1.34378536204,464.425048828
2.0925,,-1.59311288087,514.535675049
2.095,,-1.82356386831,752.258605957
2.0975,,-1.71777664029,764.748077393
2.1,,-1.64895595291,764.748077393
2.1025,,-1.29384120606,764.748077393
2.105,,-1.1939528941,764.748077393
2.1075,,-1.26867249754,764.748077393
2.11,,-1.4369882358,764.748077393
2.1125,,-1.54946090202,764.748077393
2.115,,-1.31861665352,764.748077393
2.1175,,-1.20024507123,764.748077393
2.12,,-1.32490883065,764.748077393
2.1225,,-1.37485298663,764.748077393
2.125,,-1.31232447638,534.098205566
2.1275,,-1.17546962378,441.878204346
2.13,,-1.1066489364,425.299987793
2.1325,,-1.1066489364,428.66027832
2.135,,-1.13181764493,425.299987793
2.1375,,-1.24389705008,425.111999512
2.14,,-1.13771656099,428.284301758
2.1425,,-1.39962843408,446.166687012
2.145,,-1.38743734089,452.687530518
2.1475,,-1.36226863237,466.469421387
2.15,,-1.4369882358,490.884399414
2.1525,,-1.46844912146,679.977111816
2.155,,-1.25648140434,764.748077393
2.1575,,-1.03192933297,764.748077393
2.16,,-1.13181764493,764.748077393
2.1625,,-1.0382215101,764.748077393
2.165,,-1.07558131182,764.748077393
2.1675,,-0.975692999855,764.748077393
2.17,,-1.0382215101,764.748077393
2.1725,,-1.03192933297,764.748077393
2.175,,-1.55575307916,764.748077393
2.1775,,-1.73036099455,764.748077393
2.18,,-1.79878842086,764.748077393
2.1825,,-1.64305703685,764.748077393
2.185,,-1.35597645523,699.351654053
2.1875,,-1.54316872489,499.449615479
2.19,,-1.79878842086,428.66027832
2.1925,,-1.79878842086,417.474975586
2.195,,-1.69260793176,428.284301758
2.1975,,-1.81766495225,422.879638672
2.2,,-1.84244039971,425.675964355
2.2025,,-1.54946090202,429.400482178
2.205,,-1.15030091525,450.83114624
2.2075,,-1.23131269582,461.816711426
2.21,,-1.24389705008,469.453735352
2.2125,,-1.11294111353,572.483062744
2.215,,-1.0193449787,764.748077393
2.2175,,-1.02563715584,764.748077393
2.22,,-1.06928913468,764.748077393
2.2225,,-1.09406458214,764.748077393
2.225,,-1.32490883065,764.748077393
2.2275,,-1.599405058,764.748077393
2.23,,-1.37485298663,764.748077393
2.2325,,-1.58682070374,764.748077393
2.235,,-1.74884426488,764.748077393
2.2375,,-1.51210110031,764.748077393
2.24,,-1.3496842781,764.748077393
2.2425,,-0.932041021006,764.748077393
2.245,,-1.04451368723,704.94430542
2.2475,,-1.03192933297,516.779785156
2.25,,-1.27496467467,433.500976563
2.2525,,-1.08816566608,421.387481689
2.255,,-1.2812568518,426.228179932
2.2575,,-1.25648140434,425.675964355
2.26,,-1.22502051869,430.328674316
2.2625,,-1.48693239178,437.413482666
2.265,,-1.47474129859,457.904205322
2.2675,,-1.20653724836,465.541229248
2.27,,-1.20024507123,468.901519775
2.2725,,-1.23760487295,514.171447754
2.275,,-1.26867249754,722.086486816
2.2775,,-1.38114516376,764.748077393
2.28,,-1.70519228603,764.748077393
2.2825,,-1.79878842086,764.748077393
2.285,,-1.91086782601,764.748077393
2.2875,,-1.53687654776,764.748077393
2.29,,-1.31861665352,764.748077393
2.2925,,-1.29384120606,764.748077393
2.295,,-1.1939528941,764.748077393
2.2975,,-1.20653724836,764.748077393
2.3,,-1.11923329066,764.748077393
2.3025,,-1.1066489364,764.748077393
2.305,,-1.1066489364,658.922424316
2.3075,,-1.18136853984,468.337554932
2.31,,-1.10035675927,427.168121338
2.3125,,-1.1066489364,427.356109619
2.315,,-1.22502051869,427.908325195
2.3175,,-1.1066489364,427.168121338
2.32,,-0.944625375269,432.749023438
2.3225,,-1.07558131182,445.614471436
2.325,,-1.06299695755,457.164001465
2.3275,,-1.56794417235,469.453735352
2.33,,-1.71148446316,477.842712402
2.3325,,-1.87980020142,566.702423096
2.335,,-1.97968851338,764.748077393
2.3375,,-1.82985604544,764.748077393
2.34,,-1.6989001089,764.748077393
2.3425,,-1.78620406659,764.748077393
2.345,,-1.83614822257,764.748077393
2.3475,,-1.83614822257,764.748077393
2.35,,-1.89238455569,764.748077393
2.3525,,-1.71777664029,764.748077393
2.355,,-1.46844912146,764.748077393
2.3575,,-1.53687654776,764.748077393
2.36,,-1.26867249754,764.748077393
2.3625,,-0.994569531249,764.748077393
2.365,,-0.907265573551,535.402374268
2.3675,,-0.938333198137,435.733337402
2.37,,-0.907265573551,424.371795654
2.3725,,-1.06928913468,428.096313477
2.375,,-1.1939528941,426.228179932
2.3775,,-0.944625375269,431.080627441
2.38,,-1.1066489364,433.876953125
2.3825,,-1.60569723514,456.976013184
2.385,,-1.46215694433,457.904205322
2.3875,,-1.30013338319,474.11819458
2.39,,-1.33120100778,591.293640137
2.3925,,-1.65524813005,764.748077393
2.395,,-1.6115961512,764.748077393
2.3975,,-1.73036099455,764.748077393
2.4,,-1.47474129859,764.748077393
2.4025,,-1.30603229925,764.748077393
2.405,,-1.42479714261,764.748077393
2.4075,,-1.2812568518,764.748077393
2.41,,-1.05670478042,764.748077393
2.4125,,-1.33749318491,764.748077393
2.415,,-1.3496842781,764.748077393
2.4175,,-1.71777664029,764.748077393
2.42,,-1.38114516376,764.748077393
2.4225,,-1.84244039971,578.627929688
2.425,,-1.80508059799,441.513977051
2.4275,,-1.33749318491,429.588470459
2.43,,-1.17546962378,426.604156494
2.4325,,-1.59311288087,428.836517334
2.435,,-1.7740129734,426.051940918
2.4375,,-1.39962843408,428.66027832
2.44,,-1.26867249754,442.442169189
2.4425,,-1.22502051869,460.136566162
2.445,,-1.22502051869,470.205688477
2.4475,,-1.26277358147,483.247375488
2.45,,-1.37485298663,637.31552124
2.4525,,-1.69260793176,764.748077393
2.455,,-1.25018922721,764.748077393
2.4575,,-1.38114516376,764.748077393
2.46,,-1.44328041293,764.748077393
2.4625,,-1.63047268259,764.748077393
2.465,,-1.68041683857,764.748077393
2.4675,,-1.68041683857,764.748077393
2.47,,-1.55575307916,764.748077393
2.4725,,-1.49951674604,764.748077393
2.475,,-1.56794417235,764.748077393
2.4775,,-1.45586476719,764.748077393
2.48,,-1.48064021465,764.748077393
2.4825,,-1.49951674604,501.681976318
2.485,,-1.21912160263,428.836517334
2.4875,,-1.31861665352,425.675964355
